store_id,date,category,expenditure,share,avg_price,total_expenditure,income_level,store_type,log_price,log_expenditure
1,2022-01-01,chips,91.49150033427127,0.12176095586272351,7.479709045629097,751.4026124878749,46509.13108795474,rural,2.012193893586684,6.623271569626954
1,2022-01-01,chocolate,300.5390728271981,0.39997075846212576,6.490351547527698,751.4026124878749,46509.13108795474,rural,1.870316696818742,6.623271569626954
1,2022-01-01,cola,324.76074196502196,0.4322060325153082,5.929525202990294,751.4026124878749,46509.13108795474,rural,1.7799441428547444,6.623271569626954
1,2022-01-01,water,34.61129736138356,0.04606225315984255,6.21632208358152,751.4026124878749,46509.13108795474,rural,1.827178426970975,6.623271569626954
1,2022-01-08,chips,122.22637031831218,0.22528088432873486,7.736228270029356,542.5510055258694,46509.13108795474,rural,2.0459142652168647,6.298123548571708
1,2022-01-08,chocolate,210.57153563737495,0.38811380587762023,6.3344008083224494,542.5510055258694,46509.13108795474,rural,1.8459952249780895,6.298123548571708
1,2022-01-08,cola,179.14567185532576,0.3301913922022653,5.846668546329975,542.5510055258694,46509.13108795474,rural,1.7658720197690299,6.298123548571708
1,2022-01-08,water,30.607427714856446,0.05641391759137943,7.2031789127232795,542.5510055258694,46509.13108795474,rural,1.974522444238663,6.298123548571708
1,2022-01-15,chips,69.46242965841915,0.09645993932288419,6.914679922595452,720.1168707550686,46509.13108795474,rural,1.933646676640575,6.580801219509621
1,2022-01-15,chocolate,324.781262123137,0.4510118778117115,6.062693802918846,720.1168707550686,46509.13108795474,rural,1.8021542232444208,6.580801219509621
1,2022-01-15,cola,304.5413064606274,0.42290539053932297,5.084876008875473,720.1168707550686,46509.13108795474,rural,1.626270645501264,6.580801219509621
1,2022-01-15,water,21.33187251288494,0.02962279232608132,8.288450526980478,720.1168707550686,46509.13108795474,rural,2.11486304299008,6.580801219509621
1,2022-01-22,chips,121.68329729127746,0.20559339635904592,6.138360275355659,591.8638411847196,46509.13108795474,rural,1.8145576503622123,6.384964762489469
1,2022-01-22,chocolate,244.168779443225,0.41254214644111087,7.383856872041978,591.8638411847196,46509.13108795474,rural,1.999296113486412,6.384964762489469
1,2022-01-22,cola,186.99481489089774,0.31594228584161305,4.336197566472589,591.8638411847196,46509.13108795474,rural,1.4669978273227104,6.384964762489469
1,2022-01-22,water,39.016949559319336,0.06592217135823004,4.885313983085205,591.8638411847196,46509.13108795474,rural,1.5862335583698772,6.384964762489469
1,2022-01-29,chips,125.69900463981804,0.2028687876615671,5.523147985285121,619.6074126962969,46509.13108795474,rural,1.7089479849263962,6.430698696345616
1,2022-01-29,chocolate,142.2726229874794,0.22961736750108072,6.1249872890241015,619.6074126962969,46509.13108795474,rural,1.8123766811672661,6.430698696345616
1,2022-01-29,cola,339.53356771205506,0.5479817716100804,5.083346768494208,619.6074126962969,46509.13108795474,rural,1.6259698573642856,6.430698696345616
1,2022-01-29,water,12.102217356944418,0.019532073227271685,5.9829576842562044,619.6074126962969,46509.13108795474,rural,1.788915041719705,6.430698696345616
1,2022-02-05,chips,77.6978451767196,0.09856686493747058,8.950048891271882,788.2755044102296,46509.13108795474,rural,2.1916589949837855,6.6711154416581255
1,2022-02-05,chocolate,250.3354966965947,0.3175736088410996,7.292128193383766,788.2755044102296,46509.13108795474,rural,1.9867954366651492,6.6711154416581255
1,2022-02-05,cola,437.4961324328959,0.5550040943619337,5.991844083771177,788.2755044102296,46509.13108795474,rural,1.7903992251439262,6.6711154416581255
1,2022-02-05,water,22.746030104019457,0.0288554318594963,5.528980361108945,788.2755044102296,46509.13108795474,rural,1.710003415370639,6.6711154416581255
1,2022-02-12,chips,141.39358555336165,0.18606828111637833,5.633725400716508,759.901605502152,46509.13108795474,rural,1.7287709285994333,6.6345040531843935
1,2022-02-12,chocolate,242.8798307553309,0.3196201047566323,6.853916772387019,759.901605502152,46509.13108795474,rural,1.924820280452957,6.6345040531843935
1,2022-02-12,cola,358.41872269244095,0.4716646472349451,5.925056574159232,759.901605502152,46509.13108795474,rural,1.7791902353569142,6.6345040531843935
1,2022-02-12,water,17.209466501018678,0.022646966892044474,6.205505689237187,759.901605502152,46509.13108795474,rural,1.8254369123926244,6.6345040531843935
1,2022-02-19,chips,96.65329083880646,0.14733160261108375,8.086836681425043,656.0255174441118,46509.13108795474,rural,2.0902376387106796,6.487722857066931
1,2022-02-19,chocolate,187.42674974401132,0.28570039542704007,8.709019864424146,656.0255174441118,46509.13108795474,rural,2.1643592546155848,6.487722857066931
1,2022-02-19,cola,348.88325248654814,0.531813539579686,6.971858258982411,656.0255174441118,46509.13108795474,rural,1.9418817974141702,6.487722857066931
1,2022-02-19,water,23.062224374745792,0.035154462382190055,11.94563280307777,656.0255174441118,46509.13108795474,rural,2.4803657557728793,6.487722857066931
1,2022-02-26,chips,98.2114457314715,0.15895867600645314,9.90339073744227,617.8426255103211,46509.13108795474,rural,2.292877197232785,6.427851000473762
1,2022-02-26,chocolate,139.4792828910526,0.225752120575764,8.394408579682242,617.8426255103211,46509.13108795474,rural,2.127565838933166,6.427851000473762
1,2022-02-26,cola,354.6073809562021,0.573944506763848,5.8702112365085455,617.8426255103211,46509.13108795474,rural,1.7698906189691161,6.427851000473762
1,2022-02-26,water,25.544515931594916,0.04134469665393488,8.44839665763409,617.8426255103211,46509.13108795474,rural,2.1339766787066,6.427851000473762
1,2022-03-05,chips,214.25367685852015,0.17516384069395946,4.642139287734136,1223.1615612542842,46509.13108795474,rural,1.5351753133766843,7.1100114488505595
1,2022-03-05,chocolate,296.2026217609591,0.2421614863838754,8.06902113405084,1223.1615612542842,46509.13108795474,rural,2.0880321780289877,7.1100114488505595
1,2022-03-05,cola,694.3234826228644,0.5676465845696412,6.142997566692805,1223.1615612542842,46509.13108795474,rural,1.8153128260711477,7.1100114488505595
1,2022-03-05,water,18.381780011940307,0.015028088352523778,7.718688656503609,1223.1615612542842,46509.13108795474,rural,2.0436444864611056,7.1100114488505595
1,2022-03-12,chips,74.04433340517843,0.11502772027672027,7.434057805329974,643.7086054305103,46509.13108795474,rural,2.006071847649238,6.468798440188574
1,2022-03-12,chocolate,247.99927002088688,0.3852663579897705,7.470444280336461,643.7086054305103,46509.13108795474,rural,2.010954472655454,6.468798440188574
1,2022-03-12,cola,304.36767623633455,0.4728345615836135,6.006587302640956,643.7086054305103,46509.13108795474,rural,1.7928567507679058,6.468798440188574
1,2022-03-12,water,17.29732576811049,0.02687136014989592,11.984858507497844,643.7086054305103,46509.13108795474,rural,2.4836440620175635,6.468798440188574
1,2022-03-19,chips,67.35400330298731,0.09192503155135087,6.428422521914529,732.7057947797628,46509.13108795474,rural,1.860729177188994,6.5981081237121515
1,2022-03-19,chocolate,213.78282202027162,0.2917717091135203,8.391921894956798,732.7057947797628,46509.13108795474,rural,2.127269563967367,6.5981081237121515
1,2022-03-19,cola,415.6473932672753,0.5672773386379603,6.832913354750478,732.7057947797628,46509.13108795474,rural,1.9217511353070746,6.5981081237121515
1,2022-03-19,water,35.921576189228574,0.04902592069716865,11.441861798344297,732.7057947797628,46509.13108795474,rural,2.4372787173207,6.5981081237121515
1,2022-03-26,chips,67.67985835317153,0.12286129650823664,8.73246742187541,550.8639439486483,46509.13108795474,rural,2.167047967016301,6.313301537542416
1,2022-03-26,chocolate,221.5055889158301,0.40210580370908955,5.041250042669111,550.8639439486483,46509.13108795474,rural,1.617654075669435,6.313301537542416
1,2022-03-26,cola,244.21094878758785,0.4433235311010903,5.644878215053403,550.8639439486483,46509.13108795474,rural,1.7307486234191085,6.313301537542416
1,2022-03-26,water,17.467547892058917,0.031709368681583645,12.544587791420426,550.8639439486483,46509.13108795474,rural,2.529289320882397,6.313301537542416
1,2022-04-02,chips,115.67715940034317,0.20478188312307197,8.055996257779011,564.879849897768,46509.13108795474,rural,2.086416690890211,6.338381776336171
1,2022-04-02,chocolate,152.2634328583235,0.2695501227134941,5.775279851947027,564.879849897768,46509.13108795474,rural,1.753586714445354,6.338381776336171
1,2022-04-02,cola,277.89233179941925,0.49194945057734346,6.233028909809076,564.879849897768,46509.13108795474,rural,1.8298623960012734,6.338381776336171
1,2022-04-02,water,19.04692583968212,0.033718543586090444,10.651671882084504,564.879849897768,46509.13108795474,rural,2.3657168640679855,6.338381776336171
1,2022-04-09,chips,74.94027243409487,0.09505382637459661,6.3252172893569725,788.3982717198942,46509.13108795474,rural,1.8445443880720302,6.671270973867209
1,2022-04-09,chocolate,345.9889573256788,0.43885047663905,7.505413521794695,788.3982717198942,46509.13108795474,rural,2.015624563073792,6.671270973867209
1,2022-04-09,cola,344.5710535294651,0.4370520153193409,6.450040518920646,788.3982717198942,46509.13108795474,rural,1.8640864127911503,6.671270973867209
1,2022-04-09,water,22.897988430655495,0.029043681667012582,8.443579212114416,788.3982717198942,46509.13108795474,rural,2.1334062959772577,6.671270973867209
1,2022-04-16,chips,80.97982733691535,0.10459420221797733,5.921273379844912,774.2286438415683,46509.13108795474,rural,1.7785515237124434,6.653158010153933
1,2022-04-16,chocolate,235.74843116850005,0.30449458702375476,7.915928749606207,774.2286438415683,46509.13108795474,rural,2.068877026892107,6.653158010153933
1,2022-04-16,cola,424.7735235119876,0.5486409304160409,7.199003746280392,774.2286438415683,46509.13108795474,rural,1.9739426478760278,6.653158010153933
1,2022-04-16,water,32.72686182416533,0.042270280342227025,11.260159971553392,774.2286438415683,46509.13108795474,rural,2.4212708296757572,6.653158010153933
